timestamp,cause,delay,line,message
2014-06-23 18:00:00,operational problem,7,red,A Glenmont-bound Red Line train at Takoma did not service the station due to an operational problem. Passengers experienced a 7-minute delay.
2014-06-23 18:11:00,equipment problem,9,yellow,A Huntington-bound Yellow Line train at Columbia Heights was delayed 9 minutes due to an equipment problem.
2014-06-23 18:40:00,expressed,0,green,A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.
2014-06-23 19:53:00,track problem,12,blue,A Franconia-Springfield-bound Blue Line train at Foggy Bottom was offloaded due to a sick passenger. Several trains were single tracked around the incident train. Passengers experienced a 12-minute delay.
2014-06-22 08:33:00,did not operate,15,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 15-minute gap in service."
2014-06-22 09:28:00,did not operate,8,red,"A Grosvenor-bound Red Line train at NoMa-Gallaudet did not operate, resulting in an 8-minute gap in service."
2014-06-22 09:39:00,door problem,15,green,A Greenbelt-bound Green Line train at College Park was offloaded due to a door problem. Passengers experienced a 15-minute delay.
2014-06-22 09:58:00,equipment problem,13,red,A Shady Grove-bound Red Line train at Bethesda was offloaded due to an equipment problem. Passengers experienced a 13-minute delay.
2014-06-22 16:07:00,signal problem,5,red,A Shady Grove-bound Red Line train at NoMa-Gallaudet was delayed 5 minutes due to a signal problem.
2014-06-22 17:38:00,misc,8,yellow,A Huntington-bound Yellow Line train at Pentagon City was delayed 8 minutes due to a sick passenger.
2014-06-21 12:19:00,brake problem,4,blue,A Largo Town Center-bound Blue Line train at Benning Road was offloaded due to a brake problem. Passengers experienced a 4-minute delay. An extra train was placed in service to mitigate the delay.
2014-06-21 15:05:00,door problem,4,red,A Shady Grove-bound Red Line train at Wheaton was delayed 4 minutes due to a door problem.
2014-06-21 15:37:00,equipment problem,14,orange,A Vienna-bound Orange Line train at New Carrollton was offloaded due to an equipment problem. Passengers experienced a 14-minute delay.
2014-06-20 06:27:00,door problem,8,red,A Glenmont-bound Red Line train at Union Station was offloaded due to a door problem. Passengers experienced an 8-minute delay.
2014-06-20 08:05:00,operational problem,5,yellow,A Greenbelt-bound Yellow Line train at Fort Totten was delayed 5 minutes due to an operational problem.
2014-06-20 08:33:00,misc,4,red,A Glenmont-bound Red Line train at Woodley Park was delayed 4 minutes due to a sick passenger.
2014-06-20 09:55:00,equipment problem,6,red,A Silver Spring-bound Red Line train at Gallery Place was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.
2014-06-20 10:34:00,brake problem,9,red,A Shady Grove-bound Red Line train at Fort Totten was offloaded due to a brake problem. Passengers experienced a 9-minute delay.
2014-06-20 12:28:00,door problem,9,red,A Shady Grove-bound Red Line train at Rhode Island Avenue was delayed 9 minutes due to a door problem.
2014-06-20 15:37:00,did not operate,6,orange,"A Vienna-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-20 15:37:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-20 15:53:00,signal problem,5,yellow,A Mt. Vernon Square-bound Yellow Line train at L'Enfant Plaza was delayed 5 minutes due to a signal problem.
2014-06-20 16:05:00,door problem,6,blue,A Largo Town Center-bound Blue Line train at Ronald Reagan Washington National Airport was delayed 6 minutes due to a door problem.
2014-06-20 16:10:00,brake problem,3,red,A Glenmont-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 3-minute delay.
2014-06-20 16:27:00,expressed,0,red,A Glenmont-bound Red Line train at Wheaton was expressed for schedule adherence/improved train spacing.
2014-06-20 16:36:00,expressed,0,red,A Glenmont-bound Red Line train at Takoma was expressed for schedule adherence/improved train spacing.
2014-06-20 17:30:00,equipment problem,6,orange,A Vienna-bound Orange Line train at Rosslyn was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.
2014-06-20 18:54:00,door problem,6,blue,A Largo Town Center-bound Blue Line train at Federal Triangle was delayed 6 minutes due to a door problem.
2014-06-20 19:09:00,door problem,6,blue,A Largo Town Center-bound Blue Line train at Smithsonian was delayed 6 minutes due to a door problem.
2014-06-20 19:44:00,door problem,14,green,A Branch Avenue-bound Green Line train at West Hyattsville was offloaded due to a door problem. Passengers experienced a 14-minute delay.
2014-06-20 19:50:00,brake problem,8,red,A Shady Grove-bound Red Line train at Medical Center was offloaded due to a brake problem. Passengers experienced an 8-minute delay.
2014-06-20 20:23:00,did not operate,8,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in an 8-minute gap in service."
2014-06-20 21:49:00,brake problem,30,red,A Glenmont-bound Red Line train at Van Ness was offloaded due to a brake problem. Passengers experienced delays up to 30 minutes.
2014-06-19 00:32:00,signal problem,7,blue,A Franconia-Springfield-bound Blue Line train at Van Dorn Street was delayed 7 minutes due to a signal problem.
2014-06-19 05:30:00,brake problem,6,red,A Glenmont-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2014-06-19 06:23:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2014-06-19 07:35:00,equipment problem,8,red,A Shady Grove-bound Red Line train at Silver Spring was delayed 8 minutes due to an equipment problem.
2014-06-19 09:21:00,brake problem,7,red,A Glenmont-bound Red Line train at Gallery Place was offloaded due to a brake problem. Passengers experienced a 7-minute delay.
2014-06-19 11:02:00,expressed,0,red,A Silver Spring-bound Red Line train at Medical Center identified a track problem. Red Line trains were single tracked between Medical Center and Friendship Heights until 11:45 a.m. and several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced delays up to 20 minutes.
2014-06-19 13:50:00,equipment problem,12,orange,A New Carrollton-bound Orange Line train at Court House was offloaded due to an equipment problem. Passengers experienced a 12-minute delay.
2014-06-19 15:37:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-19 15:37:00,did not operate,6,orange,"A Vienna-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-19 15:44:00,brake problem,5,orange,A Vienna-bound Orange Line train at Morgan Boulevard was offloaded due to a brake problem. Passengers experienced a 5-minute delay.
2014-06-19 17:28:00,expressed,0,red,A Shady Grove-bound Red Line train at Medical Center was expressed for schedule adherence/improved train spacing.
2014-06-19 17:36:00,expressed,0,red,A Shady Grove-bound Red Line train at Twinbrook was expressed for schedule adherence/improved train spacing.
2014-06-19 17:46:00,expressed,0,red,A Glenmont-bound Red Line train at Wheaton was expressed for schedule adherence/improved train spacing.
2014-06-19 17:54:00,misc,4,red,A Glenmont-bound Red Line train at Cleveland Park was delayed 4 minutes due to an unattended package.
2014-06-19 17:54:00,did not operate,6,blue,"A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service."
2014-06-18 05:05:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2014-06-18 05:23:00,door problem,13,green,A Greenbelt-bound Green Line train at Waterfront was offloaded due to a door problem. Passengers experienced a 13-minute delay.
2014-06-18 06:00:00,expressed,0,blue,A Franconia-Springfield-bound Blue Line train at Van Dorn Street was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2014-06-18 07:56:00,expressed,0,red,A Glenmont-bound Red Line train at Bethesda was expressed for schedule adherence/improved train spacing.
2014-06-18 07:56:00,door problem,4,red,A Grosvenor-bound Red Line train at Gallery Place was offloaded due to a door problem. Passengers experienced a 4-minute delay.
2014-06-18 08:20:00,brake problem,25,orange,"A Vienna-bound Orange Line train outside New Carrollton Station experienced a brake problem which required the train to be recovered by another train, moved back to New Carrollton and offloaded. Several trains were single tracked around the incident train. Passengers experienced delays up to 25 minutes."
2014-06-18 08:36:00,expressed,0,red,A Shady Grove-bound Red Line train at Rockville was expressed for schedule adherence/improved train spacing.
2014-06-18 08:47:00,brake problem,13,orange,A New Carrollton-bound Orange Line train at Landover was offloaded due to a brake problem. Passengers experienced a 13-minute delay.
2014-06-18 09:13:00,brake problem,13,orange,A Vienna-bound Orange Line train at Court House was offloaded due to a brake problem. Passengers experienced a 13-minute delay.
2014-06-18 09:25:00,brake problem,7,red,A Shady Grove-bound Red Line train at Gallery Place was offloaded due to a brake problem. Passengers experienced a 7-minute delay.
2014-06-18 09:51:00,expressed,0,red,A Glenmont-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.
2014-06-18 10:23:00,did not operate,6,red,"A Shady Grove-bound Red Line train at Rhode Island Avenue did not operate, resulting in a 6-minute gap in service."
2014-06-18 15:03:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-18 15:13:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-18 15:25:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-18 15:32:00,brake problem,6,orange,A Vienna-bound Orange Line train at Stadium-Armory was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2014-06-18 15:37:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2014-06-18 15:45:00,brake problem,3,red,A Glenmont-bound Red Line train at Bethesda was offloaded due to a brake problem. Passengers experienced a 3-minute delay.
2014-06-18 15:45:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-18 16:08:00,track problem,20,yellow,A Mt. Vernon Square-bound Yellow Line train at L'Enfant Plaza was offloaded due to a sick passenger. Several trains were single tracked around the incident train. Passengers experienced delays up to 20 minutes.
2014-06-18 16:28:00,expressed,0,green,A Greenbelt-bound Green Line train at Waterfront was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2014-06-18 16:29:00,expressed,0,green,A Branch Avenue-bound Green Line train at Greenbelt was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2014-06-18 16:29:00,expressed,0,green,A Greenbelt-bound Green Line train at Anacostia was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2014-06-18 16:50:00,did not operate,6,yellow,"A Huntington-bound Yellow Line train at Mt. Vernon Square did not operate, resulting in a 6-minute gap in service."
